"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.29548673135638e-06,16,1170,5.11735178401845,"GO:1990837 Sequence-specific double-stranded dna binding "," https://amigo.geneontology.org/amigo/term/GO:1990837","irx1b prdm16 tfap2a foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e nr4a2a rorb neurod1 gata2a npas4a"
3.75748279465336e-06,18,1536,4.38523065476191,"GO:0007399 Nervous system development "," https://amigo.geneontology.org/amigo/term/GO:0007399","irx1b cntn3a.1 tfap2a efnb3b th her9 irx5a efna2a ltk pitx2 gata3 nr4a2a efna3a acsl4a neurod1 gata2a npas4a dab1a"
5.33917665974411e-06,24,2825,3.17909818794775,"GO:0007275 Multicellular organism development "," https://amigo.geneontology.org/amigo/term/GO:0007275","irx1b smarca5 cntn3a.1 tfap2a efnb3b th her9 irx5a efna2a ltk gdf11 nog2 fosl2 pitx2 gata3 nr4a2a efna3a acsl4a neurod1 errfi1a gata2a prkd1 npas4a dab1a"
5.33917665974411e-06,16,1228,4.87565275838891,"GO:0003690 Double-stranded dna binding "," https://amigo.geneontology.org/amigo/term/GO:0003690","irx1b prdm16 tfap2a foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e nr4a2a rorb neurod1 gata2a npas4a"
2.49978593888763e-05,17,1570,4.05191588312607,"GO:0140110 Transcription regulator activity "," https://amigo.geneontology.org/amigo/term/GO:0140110","irx1b prdm16 tfap2a foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a"
2.88556405060715e-05,27,3857,2.61954146449869,"GO:0032501 Multicellular organismal proc. "," https://amigo.geneontology.org/amigo/term/GO:0032501","irx1b smarca5 cntn3a.1 tfap2a npy efnb3b th her9 irx5a efna2a ltk gdf11 nog2 fosl2 pitx2 gata3 nr4a3 kcnk1b nr4a2a efna3a acsl4a neurod1 errfi1a gata2a prkd1 npas4a dab1a"
3.10166512548244e-05,22,2664,3.09029267362601,"GO:0080090 Reg. of primary metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0080090","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e itm2cb etv1 nr4a2a rorb neurod1 gata2a npas4a qkia gcgrb"
3.10166512548244e-05,13,912,5.33408173210805,"GO:0000978 Rna polymerase ii cis-regulatory region sequence-specific dna binding "," https://amigo.geneontology.org/amigo/term/GO:0000978","irx1b prdm16 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 nr4a2a rorb neurod1 gata2a"
3.16932699307116e-05,11,626,6.57551092854607,"GO:0050793 Reg. of developmental proc. "," https://amigo.geneontology.org/amigo/term/GO:0050793","her9 irx5a ltk gdf11 nog2 fosl2 pitx2 gata3 errfi1a gata2a prkd1"
3.3542827934169e-05,20,2247,3.33071961910413,"GO:0051252 Reg. of rna metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0051252","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
3.3542827934169e-05,13,929,5.23647205563244,"GO:0000987 Cis-regulatory region sequence-specific dna binding "," https://amigo.geneontology.org/amigo/term/GO:0000987","irx1b prdm16 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 nr4a2a rorb neurod1 gata2a"
4.96011891191127e-05,20,2311,3.23847987197187,"GO:0019219 Reg. of nucleobase-containing compound metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0019219","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
5.29189345824725e-05,19,2114,3.36325479419141,"GO:2001141 Reg. of rna biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:2001141","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a"
5.29189345824725e-05,19,2114,3.36325479419141,"GO:0006355 Reg. of dna-templated transcription "," https://amigo.geneontology.org/amigo/term/GO:0006355","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a"
0.000117073550071476,16,1611,3.71651246884021,"GO:0048513 Animal organ development "," https://amigo.geneontology.org/amigo/term/GO:0048513","fam20ca smarca5 cntn3a.1 tfap2a her9 irx5a nkx2.1 gdf11 nog2 fosl2 pitx2 gata3 neurod1 errfi1a gata2a npas4a"
0.000117073550071476,19,2235,3.18117254358865,"GO:0006351 Dna-templated transcription "," https://amigo.geneontology.org/amigo/term/GO:0006351","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a"
0.000153591204559585,21,2747,2.86069651741294,"GO:0010556 Reg. of macromolecule biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:0010556","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e itm2cb etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.000165318007463519,16,1663,3.60030161593601,"GO:0006357 Reg. of transcription by rna polymerase ii "," https://amigo.geneontology.org/amigo/term/GO:0006357","irx1b prdm16 tfap2a foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e nr4a2a rorb neurod1 gata2a npas4a"
0.000268400849515908,7,279,9.38868976503385,"GO:2000026 Reg. of multicellular organismal development "," https://amigo.geneontology.org/amigo/term/GO:2000026","her9 irx5a gdf11 gata3 errfi1a gata2a prkd1"
0.000271548477288589,16,1745,3.43111838813845,"GO:0006366 Transcription by rna polymerase ii "," https://amigo.geneontology.org/amigo/term/GO:0006366","irx1b prdm16 tfap2a foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e nr4a2a rorb neurod1 gata2a npas4a"
0.000281391864288624,21,2886,2.72291522291522,"GO:0032774 Rna biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:0032774","irx1b mecom prdm16 tfap2a her9 foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.00030288771439601,22,3162,2.60358623736233,"GO:0034654 Nucleobase-containing compound biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:0034654","irx1b mecom prdm16 tfap2a her9 adcy2a foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.00030288771439601,22,3160,2.60523407675306,"GO:0003676 Nucleic acid binding "," https://amigo.geneontology.org/amigo/term/GO:0003676","irx1b mecom prdm16 smarca5 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 barhl1b pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.00030288771439601,3,17,66.0364145658263,"GO:0046875 Ephrin receptor binding "," https://amigo.geneontology.org/amigo/term/GO:0046875","efnb3b efna2a efna3a"
0.000303161515829417,5,112,16.7056405895692,"GO:1904888 Cranial skeletal system development "," https://amigo.geneontology.org/amigo/term/GO:1904888","tfap2a her9 gdf11 pitx2 gata3"
0.000314645329228771,21,2930,2.68202502844141,"GO:0141187 Nucleic acid biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:0141187","irx1b mecom prdm16 tfap2a her9 foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.000339863290415253,21,2949,2.66474511133718,"GO:0060255 Reg. of macromolecule metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0060255","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e itm2cb etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.000344070885864536,20,2712,2.75963384370464,"GO:0010468 Reg. of gene expression "," https://amigo.geneontology.org/amigo/term/GO:0010468","irx1b mecom prdm16 tfap2a her9 foxa2 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.000529111282060013,21,3044,2.58158125273763,"GO:0016070 Rna metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0016070","irx1b mecom prdm16 tfap2a her9 foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.000717373634047435,4,68,22.0121381886088,"GO:0021953 Central nervous system neuron differentiation "," https://amigo.geneontology.org/amigo/term/GO:0021953","th gata3 nr4a2a gata2a"
0.000717373634047435,7,340,7.70424836601307,"GO:0045595 Reg. of cell differentiation "," https://amigo.geneontology.org/amigo/term/GO:0045595","her9 irx5a ltk nog2 fosl2 gata3 errfi1a"
0.000792612118333078,13,1320,3.68536556036556,"GO:0048468 Cell development "," https://amigo.geneontology.org/amigo/term/GO:0048468","irx1b cntn3a.1 tfap2a efnb3b her9 irx5a efna2a ltk gata3 efna3a neurod1 gata2a qkia"
0.000812684759353053,8,479,6.24979288862379,"GO:0007417 Central nervous system development "," https://amigo.geneontology.org/amigo/term/GO:0007417","cntn3a.1 tfap2a th pitx2 gata3 nr4a2a gata2a npas4a"
0.00102656434247173,6,247,9.0900327742433,"GO:0001501 Skeletal system development "," https://amigo.geneontology.org/amigo/term/GO:0001501","tfap2a irx5a gdf11 nog2 pitx2 gata3"
0.0013756432076968,3,30,37.4206349206349,"GO:0021517 Ventral spinal cord development "," https://amigo.geneontology.org/amigo/term/GO:0021517","th gata3 gata2a"
0.00183817912039841,14,1655,3.16549177576368,"GO:0009653 Anatomical structure morphogenesis "," https://amigo.geneontology.org/amigo/term/GO:0009653","fam20ca cntn3a.1 tfap2a efnb3b her9 foxa2 efna2a pitx2 gata3 efna3a neurod1 gata2a prkd1 qkia"
0.00187429673040261,23,3888,2.21366924684826,"GO:0006139 Nucleobase-containing compound metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0006139","irx1b mecom prdm16 tfap2a her9 adcy2a foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb acsl4a neurod1 gata2a npas4a qkia"
0.00201170421488784,4,92,16.2698412698413,"GO:0030522 Intracellular receptor signaling pathway "," https://amigo.geneontology.org/amigo/term/GO:0030522","pitx2 nr4a3 nr4a2a rorb"
0.00222089455417775,3,36,31.1838624338624,"GO:0021515 Cell differentiation in spinal cord "," https://amigo.geneontology.org/amigo/term/GO:0021515","th gata3 gata2a"
0.0022633137335109,6,291,7.71559482899689,"GO:0007169 Cell surface receptor protein tyrosine kinase signaling pathway "," https://amigo.geneontology.org/amigo/term/GO:0007169","efnb3b efna2a ltk gata3 efna3a errfi1a"
0.00257330219944261,2,7,106.916099773243,"GO:0050935 Iridophore differentiation "," https://amigo.geneontology.org/amigo/term/GO:0050935","tfap2a ltk"
0.00275371262928611,21,3460,2.27119460500963,"GO:0090304 Nucleic acid metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0090304","irx1b mecom prdm16 tfap2a her9 foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.00354916918125693,4,109,13.7323430901413,"GO:0048706 Embryonic skeletal system development "," https://amigo.geneontology.org/amigo/term/GO:0048706","tfap2a irx5a pitx2 gata3"
0.00390879259305145,7,464,5.64535440613027,"GO:0007167 Enzyme-linked receptor protein signaling pathway "," https://amigo.geneontology.org/amigo/term/GO:0007167","efnb3b efna2a ltk nog2 gata3 efna3a errfi1a"
0.00391891459447894,3,45,24.9470899470899,"GO:0048013 Ephrin receptor signaling pathway "," https://amigo.geneontology.org/amigo/term/GO:0048013","efnb3b efna2a efna3a"
0.00429018935772459,4,116,12.903667214012,"GO:0051216 Cartilage development "," https://amigo.geneontology.org/amigo/term/GO:0051216","tfap2a irx5a gdf11 nog2"
0.00438884689475891,5,215,8.70247323735696,"GO:0090596 Sensory organ morphogenesis "," https://amigo.geneontology.org/amigo/term/GO:0090596","tfap2a her9 pitx2 gata3 neurod1"
0.00453031049365372,3,48,23.3878968253968,"GO:0021510 Spinal cord development "," https://amigo.geneontology.org/amigo/term/GO:0021510","th gata3 gata2a"
0.00482082056008055,2,10,74.8412698412698,"GO:0035259 Nuclear glucocorticoid receptor binding "," https://amigo.geneontology.org/amigo/term/GO:0035259","nr4a3 nr4a2a"
0.00488809144670006,23,4201,2.04873745102262,"GO:0009059 Macromolecule biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:0009059","irx1b mecom prdm16 dnajb5 tfap2a her9 foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e itm2cb etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.00488809144670006,4,122,12.2690606297164,"GO:0061448 Connective tissue development "," https://amigo.geneontology.org/amigo/term/GO:0061448","tfap2a irx5a gdf11 nog2"
0.00493140023960455,10,1016,3.68313335833021,"GO:0009888 Tissue development "," https://amigo.geneontology.org/amigo/term/GO:0009888","fam20ca tfap2a her9 irx5a gdf11 nog2 pitx2 gata3 neurod1 errfi1a"
0.00493140023960455,22,3925,2.09746233950056,"GO:0010467 Gene expression "," https://amigo.geneontology.org/amigo/term/GO:0010467","irx1b mecom prdm16 dnajb5 tfap2a her9 foxa2 ints10 irx5a nkx2.1 fosl2 pitx2 gata3 nr4a3 tfap2e etv1 nr4a2a rorb neurod1 gata2a npas4a qkia"
0.00654998946164819,2,12,62.3677248677249,"GO:0021514 Ventral spinal cord interneuron differentiation "," https://amigo.geneontology.org/amigo/term/GO:0021514","gata3 gata2a"
0.0074142874392103,2,13,57.5702075702076,"GO:0043049 Otic placode formation "," https://amigo.geneontology.org/amigo/term/GO:0043049","tfap2a gata3"
0.0074142874392103,2,13,57.5702075702076,"GO:0043435 Response to corticotropin-releasing hormone "," https://amigo.geneontology.org/amigo/term/GO:0043435","nr4a3 nr4a2a"
0.0074142874392103,2,13,57.5702075702076,"GO:0071376 Cellular response to corticotropin-releasing hormone stimulus "," https://amigo.geneontology.org/amigo/term/GO:0071376","nr4a3 nr4a2a"
0.00802029115106539,8,711,4.21047931596455,"GO:0051239 Reg. of multicellular organismal proc. "," https://amigo.geneontology.org/amigo/term/GO:0051239","npy her9 irx5a gdf11 gata3 errfi1a gata2a prkd1"
0.00893623227959559,3,64,17.5409226190476,"GO:0004879 Nuclear receptor activity "," https://amigo.geneontology.org/amigo/term/GO:0004879","nr4a3 nr4a2a rorb"
0.00893623227959559,3,64,17.5409226190476,"GO:0098531 Ligand-modulated transcription factor activity "," https://amigo.geneontology.org/amigo/term/GO:0098531","nr4a3 nr4a2a rorb"
0.00908686919201553,2,15,49.8941798941799,"GO:0030916 Otic vesicle formation "," https://amigo.geneontology.org/amigo/term/GO:0030916","tfap2a gata3"
0.00908686919201553,2,15,49.8941798941799,"GO:0042476 Odontogenesis "," https://amigo.geneontology.org/amigo/term/GO:0042476","fam20ca pitx2"
0.00908686919201553,2,15,49.8941798941799,"GO:0042982 Amyloid precursor protein metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0042982","tmcc2 itm2cb"
0.00908686919201553,2,15,49.8941798941799,"GO:0060788 Ectodermal placode formation "," https://amigo.geneontology.org/amigo/term/GO:0060788","tfap2a gata3"
0.00972721364542163,7,568,4.6116979655712,"GO:0048646 Anatomical structure formation involved in morphogenesis "," https://amigo.geneontology.org/amigo/term/GO:0048646","fam20ca tfap2a pitx2 gata3 gata2a prkd1 qkia"
