"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00493750205429853,25,1536,2.29765079216567,"GO:0007399 Nervous system development "," https://amigo.geneontology.org/amigo/term/GO:0007399","dclk1b arrdc3a brinp2 dpf1 klf7b camsap2a serpini1 xpo1a ephb3a dlx6a tyro3 sybu nckap1 mapk10 plxna3 pou3f1 map1aa bcan nbeaa lzts3b lfng cdh2 emx2 rbfox2 clstn3"
0.00493750205429853,11,376,4.12990508345012,"GO:0005261 Monoatomic cation channel activity "," https://amigo.geneontology.org/amigo/term/GO:0005261","ryr3 tmem63c cacna1eb kcnip1b kcnq3 kcnma1a kcna4 kcna1a kcnh7 cacna1bb cacna1ab"
0.00504510030146227,3,13,32.5771533855366,"GO:0050650 Chondroitin sulfate proteoglycan biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:0050650","xylt1 csgalnact1a xylt1"
0.00504510030146227,3,13,32.5771533855366,"GO:0050654 Chondroitin sulfate proteoglycan metabolic proc. "," https://amigo.geneontology.org/amigo/term/GO:0050654","xylt1 csgalnact1a xylt1"
0.00504510030146227,10,317,4.45323863314381,"GO:0099536 Synaptic signaling "," https://amigo.geneontology.org/amigo/term/GO:0099536","mctp1b slc17a7a grm5a cacna1eb gabrb2a htr2cl1 otofa clstn3 cacna1bb cacna1ab"
0.00653243090144844,19,1026,2.61421601241961,"GO:0006811 Monoatomic ion transport "," https://amigo.geneontology.org/amigo/term/GO:0006811","ryr3 slc8a3 tmem63c gabra6b slc17a7a atp2b3b cacna1eb gabrb2a ano3 kcnip1b kcnq3 htr2cl1 kcnma1a kcna4 kcna1a gabrd kcnh7 cacna1bb cacna1ab"
0.00673739218646313,3,15,28.2335329341317,"GO:0015012 Heparan sulfate proteoglycan biosynthetic proc. "," https://amigo.geneontology.org/amigo/term/GO:0015012","xylt1 csgalnact1a xylt1"
0.00673739218646313,8,211,5.35232851831881,"GO:0034703 Cation channel complex "," https://amigo.geneontology.org/amigo/term/GO:0034703","ryr3 cacna1eb kcnip1b kcnq3 kcna4 kcna1a cacna1bb cacna1ab"
0.00673739218646313,6,113,7.49562821260135,"GO:0043025 Neuronal cell body "," https://amigo.geneontology.org/amigo/term/GO:0043025","brinp2 map1aa cacna1eb kcna1a cacna1bb cacna1ab"
0.00673739218646313,6,113,7.49562821260135,"GO:0044297 Cell body "," https://amigo.geneontology.org/amigo/term/GO:0044297","brinp2 map1aa cacna1eb kcna1a cacna1bb cacna1ab"
0.00673739218646313,20,1128,2.50297277784856,"GO:0120025 Plasma membrane bounded cell projection "," https://amigo.geneontology.org/amigo/term/GO:0120025","brinp2 slc8a3 ephb3a slc17a7a plekho1b sybu nckap1 ttll1 grm5a map1aa dync2li1 lzts3b osbpl3b cdh2 htr2cl1 zgc:63587 carmil3 kcna4 mtmr9 kcna1a"
0.00673739218646313,2,3,94.1117764471058,"GO:0030158 Protein xylosyltransferase activity "," https://amigo.geneontology.org/amigo/term/GO:0030158","xylt1 xylt1"
0.00764621314886465,4,40,14.1167664670659,"GO:0070509 Calcium ion import "," https://amigo.geneontology.org/amigo/term/GO:0070509","slc8a3 cacna1eb cacna1bb cacna1ab"
0.00782826005366898,31,2224,1.9677147503554,"GO:0031090 Organelle membrane "," https://amigo.geneontology.org/amigo/term/GO:0031090","atad1a ryr3 clu mctp1b pdcd6 st8sia5 slc17a7a hip1rb tbc1d20 xylt1 slc25a23b pcsk5b mtx2 osbpl6 csgalnact1a rcc1l hs3st4 osbpl3b lfng ttc19 camkva zgc:63587 otofa dpagt1 xylt1 slc25a16 hgs clstn3 syne2b slc25a34 plpp6"
0.00881087168764952,3,17,24.9119408242339,"GO:0008331 High voltage-gated calcium channel activity "," https://amigo.geneontology.org/amigo/term/GO:0008331","cacna1eb cacna1bb cacna1ab"
0.00918355329471014,12,498,3.40163047399178,"GO:0046873 Metal ion transmembrane transporter activity "," https://amigo.geneontology.org/amigo/term/GO:0046873","ryr3 slc8a3 atp2b3b cacna1eb kcnip1b kcnq3 kcnma1a kcna4 kcna1a kcnh7 cacna1bb cacna1ab"
