"","Pattern","Gene"
"1064",5,"LOC102781308"
"1065",5,"met"
"1066",5,"pde3a"
"1067",5,"rims4"
"1068",5,"rbm5"
"1069",5,"hemk1"
"1070",5,"nup98"
"1071",5,"LOC102792056"
"1072",5,"LOC102795054"
"1073",5,"gprin3"
"1074",5,"pdcd4a"
"1075",5,"si:ch211-113e8.11"
"1076",5,"rims3"
"1077",5,"cap2"
"1078",5,"rev1"
"1079",5,"rcl1"
"1080",5,"mysm1"
"1081",5,"inab"
"1082",5,"LOC102778505"
"1083",5,"mosmoa"
"1084",5,"cbx4"
"1085",5,"LOC102791702"
"1086",5,"LOC102779742"
"1087",5,"tsc22d2"
"1088",5,"zgc:66427"
"1089",5,"LOC102799417"
"1090",5,"rab40b"
"1091",5,"acap3a"
"1092",5,"srsf4"
"1093",5,"LOC102788063"
"1094",5,"ncam3"
"1095",5,"si:dkey-37o8.1"
"1096",5,"htr5ab"
"1097",5,"sik2b"
"1098",5,"LOC102778989"
"1099",5,"rspry1"
"1100",5,"si:ch211-261d7.6"
"1101",5,"myo15ab"
"1102",5,"LOC102789517"
"1103",5,"ylpm1"
"1104",5,"ezh1"
"1105",5,"gjd2b"
"1106",5,"LOC118454774"
"1107",5,"wdr11"
"1108",5,"LOC102798269"
"1109",5,"ggh"
"1110",5,"zbtb38"
"1111",5,"si:dkey-156n14.3"
"1112",5,"fbxo34"
"1113",5,"timm50"
"1114",5,"LOC102789628"
"1115",5,"map1lc3a"
"1116",5,"LOC102792505"
"1117",5,"nrxn2b"
"1118",5,"gla"
"1119",5,"pde6d"
"1120",5,"lrrc8ab"
"1121",5,"ano1a"
"1122",5,"clns1a"
"1123",5,"mark4"
"1124",5,"chfr"
"1125",5,"kiaa0319"
"1126",5,"dbr1"
"1127",5,"ctdp1"
"1128",5,"ccsapa"
"1129",5,"LOC102794954"
"1130",5,"LOC102779896"
"1131",5,"aftpha"
"1132",5,"znf318"
"1133",5,"glyr1"
"1134",5,"LOC102791009"
"1135",5,"LOC102779902"
"1136",5,"nox5"
"1137",5,"tmem145"
"1138",5,"LOC102788597"
"1139",5,"LOC102781732"
"1140",5,"LOC102782223"
"1141",5,"zdhhc3b"
"1142",5,"LOC102782911"
"1143",6,"LOC102790696"
"1144",6,"dyrk2"
"1145",6,"id2a"
"1146",6,"LOC102795733"
"1147",6,"efna1a"
"1148",6,"sema3ab"
"1149",6,"baiap2l1b"
"1150",6,"onecutl"
"1151",6,"fam43b"
"1152",6,"ccdc187"
"1153",6,"LOC102799423"
"1154",6,"LOC102781760"
"1155",6,"npr1a"
"1156",6,"btaf1"
"1157",6,"msi2b"
"1158",6,"LOC102795583"
"1159",6,"cpamd8"
"1160",6,"hyou1"
"1161",6,"kiaa0513"
"1162",6,"LOC102776631"
"1163",6,"cunh5orf22"
"1164",6,"memo1"
"1165",6,"LOC102799286"
"1166",6,"sox19b"
"1167",6,"slc39a7"
"1168",6,"LOC118453399"
"1169",6,"gadd45gip1"
"1170",8,"cdh8"
"1171",8,"cdh11"
"1172",8,"klf9"
"1173",8,"zgc:113184"
"1174",8,"per3"
"1175",8,"LOC102780187"
"1176",8,"dhrs7"
"1177",8,"LOC102797226"
"1178",8,"LOC118454061"
"1179",8,"dnaja"
"1180",8,"si:dkey-93h22.8"
"1181",8,"dnm2a"
"1182",8,"LOC102798343"
"1183",8,"tmem200a"
"1184",8,"LOC102779849"
"1185",8,"adprm"
"1186",8,"LOC102786006"
"1187",8,"si:ch211-14c7.2"
"1188",8,"LOC102799375"
"1189",8,"LOC102796624"
"1190",8,"LOC102799097"
"1191",8,"LOC102778488"
