"","Pattern","Gene"
"1196",4,"LOC102800029"
"1197",4,"cxcl14"
"1198",4,"cdhr5a"
"1199",4,"ilvbl"
"1200",4,"glb1l2"
"1201",4,"tsku"
"1202",4,"rilpl1"
"1203",4,"otpa"
"1204",4,"LOC102777129"
"1205",4,"LOC102791481"
"1206",4,"LOC102791758"
"1207",4,"kcnn3"
"1208",4,"si:dkey-92i15.4"
"1209",4,"cldn12"
"1210",4,"arhgef4"
"1211",4,"palmdb"
"1212",4,"snx7"
"1213",4,"zgc:152863"
"1214",4,"eml2"
"1215",4,"si:dkeyp-113d7.10"
"1216",4,"LOC102788104"
"1217",4,"znrf1"
"1218",4,"LOC102798583"
"1219",4,"asphd2"
"1220",4,"LOC102799937"
"1221",4,"sf3b2"
"1222",4,"prkd4"
"1223",4,"rbm14b"
"1224",4,"LOC102778079"
"1225",4,"tex261"
"1226",4,"LOC102792429"
"1227",4,"LOC102793412"
"1228",4,"etv5a"
"1229",4,"kdm2ba"
"1230",4,"igsf9b"
"1231",4,"ube2d4"
"1232",4,"LOC102786319"
"1233",4,"LOC102775673"
"1234",4,"ptp4a1"
"1235",4,"LOC102780173"
"1236",4,"rab11fip4a"
"1237",4,"LOC102786234"
"1238",4,"LOC102786518"
"1239",4,"LOC102798685"
"1240",4,"LOC102776246"
"1241",4,"LOC102777988"
"1242",4,"fzd8a"
"1243",4,"klf6a"
"1244",4,"rmdn1"
"1245",4,"tm7sf3"
"1246",4,"zgc:162331"
"1247",4,"cdc123"
"1248",4,"mpped1"
"1249",4,"LOC102796925"
"1250",4,"LOC102779130"
"1251",4,"sox4a"
"1252",4,"gpr61l"
"1253",4,"LOC102778475"
"1254",4,"LOC102780377"
"1255",4,"atp2a3"
"1256",4,"LOC102780274"
"1257",4,"LOC102794757"
"1258",4,"rrbp1a"
"1259",4,"zgc:109889"
"1260",4,"si:ch211-195b21.5"
"1261",4,"ltbp1"
"1262",4,"myt1a"
"1263",4,"tnrc6b"
"1264",4,"tmem184ba"
"1265",4,"angpt4"
"1266",4,"LOC102778281"
"1267",4,"gnmt"
"1268",4,"fbxl16"
"1269",4,"rhebl1"
"1270",4,"LOC102791770"
"1271",4,"stk17b"
"1272",4,"disc1"
"1273",4,"LOC102793238"
"1274",4,"LOC102782212"
"1275",4,"LOC102784609"
"1276",4,"LOC102790631"
"1277",4,"prdm11"
"1278",4,"cd59"
"1279",4,"oga"
"1280",4,"ptpn20"
"1281",4,"mapk8a"
"1282",4,"LOC102795729"
"1283",4,"ror1"
"1284",4,"raver2"
"1285",4,"LOC102793628"
"1286",4,"timd4"
"1287",4,"LOC102777151"
"1288",4,"LOC102789477"
"1289",4,"LOC118455776"
"1290",4,"LOC102792941"
"1291",4,"LOC102784417"
"1292",4,"lrch4"
"1293",4,"ppp1r14aa"
"1294",4,"zgc:101663"
"1295",4,"nsrp1"
"1296",4,"gstt1b"
"1297",4,"plppr4a"
"1298",4,"LOC102792843"
"1299",4,"pwwp2a"
"1300",4,"gstt2"
"1301",4,"LOC102785959"
"1302",4,"ppox"
"1303",4,"LOC102776950"
"1304",4,"epb41a"
"1305",4,"rnaseka"
"1306",4,"LOC102798602"
"1307",4,"LOC102799501"
"1308",4,"LOC102780860"
"1309",4,"cramp1"
"1310",4,"pyya"
"1311",4,"LOC102781042"
"1312",4,"LOC102786339"
"1313",4,"elovl1b"
"1314",4,"kank1a"
"1315",4,"LOC102786045"
"1316",4,"LOC102785869"
"1317",4,"arap3"
"1318",4,"LOC102794507"
"1319",4,"LOC102775612"
"1320",4,"LOC102791871"
"1321",4,"LOC102796348"
"1322",4,"LOC118453487"
"1323",4,"LOC118453508"
"1324",4,"LOC118453589"
"1325",4,"LOC118453630"
"1326",4,"LOC102795963"
"1327",4,"LOC102793452"
"1328",4,"LOC102795657"
"1329",5,"lsm14ab"
"1330",5,"slc6a2"
"1331",5,"LOC102792507"
"1332",5,"LOC102778540"
"1333",5,"LOC102798965"
"1334",5,"exoc4"
"1335",5,"LOC102797687"
"1336",5,"lta4h"
"1337",5,"slc25a43"
"1338",5,"si:ch73-233f7.1"
"1339",5,"lonrf1"
"1340",5,"LOC102778357"
"1341",5,"gabra4"
"1342",5,"fsd1l"
"1343",5,"LOC102781308"
"1344",5,"met"
"1345",5,"pde3a"
"1346",5,"LOC102778843"
"1347",5,"rims4"
"1348",5,"rbm5"
"1349",5,"hemk1"
"1350",5,"camk1b"
"1351",5,"nup98"
"1352",5,"LOC102792056"
"1353",5,"LOC102777995"
"1354",5,"LOC102796632"
"1355",5,"LOC102795054"
"1356",5,"gprin3"
"1357",5,"pdcd4a"
"1358",5,"si:ch211-113e8.11"
"1359",5,"rims3"
"1360",5,"calcr"
"1361",5,"spire1a"
"1362",5,"cap2"
"1363",5,"rev1"
"1364",5,"rcl1"
"1365",5,"mtfp1"
"1366",5,"LOC102793748"
"1367",5,"pgpep1l"
"1368",5,"LOC102796158"
"1369",5,"mysm1"
"1370",5,"LOC102776005"
"1371",5,"inab"
"1372",5,"cnnm2b"
"1373",5,"LOC102778505"
"1374",5,"LOC102782434"
"1375",5,"mosmoa"
"1376",5,"cbx4"
"1377",5,"LOC102791702"
"1378",5,"taf12"
"1379",5,"LOC102779742"
"1380",5,"tsc22d2"
"1381",5,"zgc:66427"
"1382",5,"LOC102799417"
"1383",5,"yy1b"
"1384",5,"rab40b"
"1385",5,"acap3a"
"1386",5,"tfcp2"
"1387",5,"LOC102789111"
"1388",5,"srsf4"
"1389",5,"LOC102788063"
"1390",5,"eny2"
"1391",5,"ncam3"
"1392",5,"si:dkey-37o8.1"
"1393",5,"plxdc2"
"1394",5,"dync2i1"
"1395",5,"htr5ab"
"1396",5,"sik2b"
"1397",5,"LOC102778989"
"1398",5,"rspry1"
"1399",5,"si:ch211-261d7.6"
"1400",5,"myo15ab"
"1401",5,"ddx23"
"1402",5,"LOC102794447"
"1403",5,"LOC102789517"
"1404",5,"ylpm1"
"1405",5,"slc7a5"
"1406",5,"LOC102790005"
"1407",5,"zgc:162544"
"1408",5,"znf598"
"1409",5,"ezh1"
"1410",5,"gjd2b"
"1411",5,"LOC102775921"
"1412",5,"rbm25a"
"1413",5,"LOC118454774"
"1414",5,"pld1a"
"1415",5,"LOC102787098"
"1416",5,"wdr11"
"1417",5,"LOC102798269"
"1418",5,"ggh"
"1419",5,"LOC102791157"
"1420",5,"zbtb38"
"1421",5,"si:dkey-156n14.3"
"1422",5,"fbxo34"
"1423",5,"srrm1"
"1424",5,"timm50"
"1425",5,"LOC102789628"
"1426",5,"map1lc3a"
"1427",5,"cunh16orf89"
"1428",5,"LOC102792505"
"1429",5,"si:dkey-183c6.7"
"1430",5,"nrxn2b"
"1431",5,"gla"
"1432",5,"pde6d"
"1433",5,"lrrc8ab"
"1434",5,"igsf11"
"1435",5,"kank4"
"1436",5,"ano1a"
"1437",5,"clns1a"
"1438",5,"mark4"
"1439",5,"chfr"
"1440",5,"kiaa0319"
"1441",5,"dbr1"
"1442",5,"ctdp1"
"1443",5,"ccsapa"
"1444",5,"LOC102794954"
"1445",5,"ndufv3"
"1446",5,"LOC102779896"
"1447",5,"aftpha"
"1448",5,"znf318"
"1449",5,"mms19"
"1450",5,"LOC102786328"
"1451",5,"glyr1"
"1452",5,"LOC102791009"
"1453",5,"LOC102779902"
"1454",5,"col4a6"
"1455",5,"nox5"
"1456",5,"tmem145"
"1457",5,"LOC102788597"
"1458",5,"tbce"
"1459",5,"LOC102781732"
"1460",5,"LOC102793435"
"1461",5,"vps52"
"1462",5,"LOC102782223"
"1463",5,"LOC102784053"
"1464",5,"LOC102783005"
"1465",5,"zdhhc3b"
"1466",5,"LOC102782911"
"1467",6,"adcy7"
"1468",6,"LOC102790696"
"1469",6,"dyrk2"
"1470",6,"id2a"
"1471",6,"LOC102795733"
"1472",6,"efna1a"
"1473",6,"celf3a"
"1474",6,"sema3ab"
"1475",6,"baiap2l1b"
"1476",6,"onecutl"
"1477",6,"fam43b"
"1478",6,"ccdc187"
"1479",6,"LOC102799423"
"1480",6,"LOC102781760"
"1481",6,"npr1a"
"1482",6,"npffr2a"
"1483",6,"btaf1"
"1484",6,"msi2b"
"1485",6,"LOC102795583"
"1486",6,"cpamd8"
"1487",6,"hyou1"
"1488",6,"kiaa0513"
"1489",6,"LOC102776631"
"1490",6,"vwa8"
"1491",6,"cunh5orf22"
"1492",6,"memo1"
"1493",6,"LOC102799286"
"1494",6,"sox19b"
"1495",6,"slc39a7"
"1496",6,"LOC118453399"
"1497",6,"gadd45gip1"
"1498",8,"cdh8"
"1499",8,"cdh11"
"1500",8,"klf9"
"1501",8,"zgc:113184"
"1502",8,"sfmbt1"
"1503",8,"LOC102782503"
"1504",8,"LOC102780187"
"1505",8,"dhrs7"
"1506",8,"LOC102782613"
"1507",8,"LOC102797226"
"1508",8,"LOC118454061"
"1509",8,"dnaja"
"1510",8,"LOC102787956"
"1511",8,"si:dkey-93h22.8"
"1512",8,"dnm2a"
"1513",8,"atp13a3"
"1514",8,"LOC102798440"
"1515",8,"LOC102798343"
"1516",8,"tmem200a"
"1517",8,"LOC102779849"
"1518",8,"prom1b"
"1519",8,"adprm"
"1520",8,"slc27a6"
"1521",8,"dync2i2"
"1522",8,"fnbp1l"
"1523",8,"slc25a17"
"1524",8,"LOC102792797"
"1525",8,"LOC102786006"
"1526",8,"si:ch211-14c7.2"
"1527",8,"LOC102799375"
"1528",8,"LOC102796624"
"1529",8,"dnajc1"
"1530",8,"LOC102799097"
"1531",8,"LOC102778488"
"1532",8,"LOC102788986"
